delivery_date,trigger_fraction,vid,rep,resampled_multiplier,nr_lateness,sa_lateness
INSTANCE_002,0.75,V2,0,0.8844498874968189,0.0,0.0
INSTANCE_002,0.75,V2,1,0.9147226446552368,0.0,0.0
INSTANCE_002,0.75,V2,2,0.97484902275561,0.0,0.0
INSTANCE_002,0.75,V2,3,1.0782548867186108,0.0,0.0
INSTANCE_002,0.75,V2,4,1.0981679474111026,0.0,0.0
INSTANCE_002,0.75,V2,5,1.085949750287931,0.0,0.0
INSTANCE_002,0.75,V2,6,0.9834764924300962,0.0,0.0
INSTANCE_002,0.75,V2,7,0.9159238562700172,0.0,0.0
INSTANCE_002,0.75,V2,8,1.0298193229305517,0.0,0.0
INSTANCE_002,0.75,V2,9,0.9465547524469162,0.0,0.0
INSTANCE_002,0.75,V2,10,1.299274246905029,0.0,0.0
INSTANCE_002,0.75,V2,11,0.9129208272330664,0.0,0.0
INSTANCE_002,0.75,V2,12,0.9273225802064884,0.0,0.0
INSTANCE_002,0.75,V2,13,1.002312508247636,0.0,0.0
INSTANCE_002,0.75,V2,14,0.9240716550528828,0.0,0.0
INSTANCE_002,0.75,V2,15,0.9393719900324564,0.0,0.0
INSTANCE_002,0.75,V2,16,0.9128985993746358,0.0,0.0
INSTANCE_002,0.75,V2,17,1.1912368001424978,0.0,0.0
INSTANCE_002,0.75,V2,18,0.9809701430950316,0.0,0.0
INSTANCE_002,0.75,V2,19,0.8907921204605406,0.0,0.0
INSTANCE_003,0.25,V1,0,1.0669523555514149,0.0,0.0
INSTANCE_003,0.25,V1,1,1.1138635101922394,0.0,0.0
INSTANCE_003,0.25,V1,2,1.0403463157571715,0.0,0.0
INSTANCE_003,0.25,V1,3,1.3098670257269611,0.0,0.0
INSTANCE_003,0.25,V1,4,1.026209413070951,0.0,0.0
INSTANCE_003,0.25,V1,5,0.9776148694407124,0.0,0.0
INSTANCE_003,0.25,V1,6,1.0543663768590927,0.0,0.0
INSTANCE_003,0.25,V1,7,1.2398503542348074,0.0,0.0
INSTANCE_003,0.25,V1,8,0.9582989304915996,0.0,0.0
INSTANCE_003,0.25,V1,9,1.009821314185272,0.0,0.0
INSTANCE_003,0.25,V1,10,0.9919309100108846,0.0,0.0
INSTANCE_003,0.25,V1,11,0.9847151278109908,0.0,0.0
INSTANCE_003,0.25,V1,12,0.90047418981061,0.0,0.0
INSTANCE_003,0.25,V1,13,1.2525117019197392,0.0,0.0
INSTANCE_003,0.25,V1,14,0.9774758061591422,0.0,0.0
INSTANCE_003,0.25,V1,15,0.9294505076403106,0.0,0.0
INSTANCE_003,0.25,V1,16,0.9663341968632886,0.0,0.0
INSTANCE_003,0.25,V1,17,0.9457172938331704,0.0,0.0
INSTANCE_003,0.25,V1,18,0.8745698193607322,0.0,0.0
INSTANCE_003,0.25,V1,19,0.8795913319636254,0.0,0.0
INSTANCE_003,0.25,V2,0,1.0749363660585711,0.0,0.0
INSTANCE_003,0.25,V2,1,0.9774508000271784,0.0,0.0
INSTANCE_003,0.25,V2,2,1.324959031920991,24.05459476030728,24.05459476030728
INSTANCE_003,0.25,V2,3,1.0337368668224365,0.0,0.0
INSTANCE_003,0.25,V2,4,0.9683430660932292,0.0,0.0
INSTANCE_003,0.25,V2,5,0.981521718152568,0.0,0.0
