delivery_date,trigger_fraction,shock,seed,method,total_distance_km,total_travel_time_min,total_lateness_min,otd_num,otd_den,overtime_min,rsi,moved_stops,remaining_stops,n_vehicles,n_unchanged_vehicles,n_harm_vehicles,runtime_ms,eval_count,block_fully_unchanged,block_any_harm
INSTANCE_004,0.5,delay20,101,SA,448.1016000000001,466.4983333333333,14.508333333333326,66,67,0.0,1.0,0,35,3,3,0,110.52322387695312,300,1,0
INSTANCE_004,0.5,delay30,101,FR,514.8711000000001,535.7166666666667,0.0,67,67,0.0,0.7005494505494506,14,35,3,1,0,67.71636009216309,460,0,0
INSTANCE_004,0.5,delay30,101,NR,448.1016000000001,466.4983333333333,32.16666666666663,65,67,0.0,1.0,0,35,3,3,0,0.0,0,1,0
INSTANCE_004,0.5,delay30,101,RG,514.828,535.4233333333334,0.0,67,67,0.0,0.7362637362637363,14,35,3,1,0,140.761137008667,350,0,0
INSTANCE_004,0.5,delay30,101,SA,514.8528000000001,535.49,0.0,67,67,0.0,0.8809523809523809,6,35,3,2,0,128.21197509765625,320,0,0
INSTANCE_004,0.5,p85,101,FR,448.0768000000001,502.9062904999999,4.961428333333174,66,67,0.0,0.8553113553113553,8,35,3,2,0,46.62203788757324,330,0,0
INSTANCE_004,0.5,p85,101,NR,448.1016000000001,502.9833504999999,4.961428333333174,66,67,0.0,1.0,0,35,3,3,0,0.0,0,1,0
INSTANCE_004,0.5,p85,101,RG,448.0768000000001,502.9062904999999,4.961428333333174,66,67,0.0,0.8553113553113553,8,35,3,2,0,125.0,330,0,0
INSTANCE_004,0.5,p85,101,SA,448.1016000000001,502.9833504999999,4.961428333333174,66,67,0.0,1.0,0,35,3,3,0,111.13643646240234,300,1,0
INSTANCE_004,0.5,p95,101,FR,515.2711,621.3974241666666,0.0,67,67,0.0,0.7203907203907204,15,35,3,1,0,69.59128379821777,480,0,0
INSTANCE_004,0.5,p95,101,NR,448.1016000000001,535.1856491666666,14.187508333333312,66,67,0.0,1.0,0,35,3,3,0,0.0,0,1,0
